KODE_KAB,KABUPATEN,JENJANG_PENDIDIKAN,PCT_BERAT
3525,"Kab. Gresik, Jawa Timur",Jenjang Pendidikan SMA,2.5185
5204,"Kab. Sumbawa, Nusa Tenggara Barat",Jenjang Pendidikan SMA,2.5078
3203,"Kab. Cianjur, Jawa Barat",Jenjang Pendidikan SMA,2.506
9111,"Kab. Manokwari Selatan, Papua Barat",Jenjang Pendidikan SMA,2.5
3512,"Kab. Situbondo, Jawa Timur",Jenjang Pendidikan SMA,2.4911
3204,"Kab. Bandung, Jawa Barat",Jenjang Pendidikan SMA,2.4887
6171,"Kota Pontianak, Kalimantan Barat",Jenjang Pendidikan SMA,2.4793
3517,"Kab. Jombang, Jawa Timur",Jenjang Pendidikan SMA,2.4263
9104,"Kab. Teluk Bintuni, Papua Barat",Jenjang Pendidikan SMA,2.4096
6301,"Kab. Tanah Laut, Kalimantan Selatan",Jenjang Pendidikan SMA,2.4038
6271,"Kota Palangka Raya, Kalimantan Tengah",Jenjang Pendidikan SMA,2.3891
3273,"Kota Bandung, Jawa Barat",Jenjang Pendidikan SMA,2.376
